exporter_iso3,importer_iso3,quantity_tons
VNM,ISL,21.355
VNM,JPN,229675.389
VNM,KAZ,91.953
VNM,KGZ,42.663
VNM,KHM,1165672.554
VNM,KOR,12265.403999999999
VNM,KWT,18.278
VNM,LKA,1.212
VNM,MKD,0.004
VNM,MMR,2586.951
VNM,MNE,0.004
VNM,MUS,0.009
VNM,MYS,139941.728
VNM,NAM,0.058
VNM,NIC,1.551
VNM,NLD,1.5
VNM,NOR,0.171
VNM,NZL,425.515
VNM,PER,35.814
VNM,PHL,35516.443
VNM,POL,0.885
VNM,S19,6994.935
VNM,SAU,1.468
VNM,SGP,463393.02
VNM,SRB,0.007
VNM,SVK,0.003
VNM,SVN,0.025
VNM,THA,768344.5610000001
VNM,TZA,917.874
VNM,UZB,22.0
VUT,AUS,7.75
VUT,KOR,49.641
VUT,NAM,14.14
WLF,NZL,14.697
WSM,ISL,50.743
ZAF,ABW,797.278
ZAF,AFG,0.093
ZAF,AGO,68205.781
ZAF,ARE,43877.167
ZAF,ATG,12361.601
ZAF,AUS,165.241
ZAF,AUT,1.249
ZAF,BDI,166.709
ZAF,BEL,1807.347
ZAF,BEN,17.818
ZAF,BFA,116.791
ZAF,BGD,3679.0
ZAF,BGR,0.279
ZAF,BHS,28210.836
ZAF,BLZ,1103.144
ZAF,BMU,4711.153
ZAF,BRA,8458.89
ZAF,BRB,2555.212
ZAF,BRN,0.743
ZAF,BWA,914891.511
ZAF,CAN,0.044
ZAF,CHE,9.941
ZAF,CHL,0.941
ZAF,CHN,27733.238
ZAF,CIV,26.106
ZAF,CMR,274.975
ZAF,COD,78876.533
ZAF,COG,1484.814
ZAF,COL,1.35
ZAF,CPV,0.027
ZAF,CUB,0.011
ZAF,CYM,8676.018
ZAF,CYP,13026.246
ZAF,CZE,0.052
ZAF,DEU,5999.569
ZAF,DJI,0.005
ZAF,DMA,331.746
ZAF,DNK,3914.938
ZAF,ECU,0.002
ZAF,EGY,0.047
ZAF,ERI,0.017
ZAF,ESP,2223.298
ZAF,ETH,7.704
ZAF,FIN,969.0
ZAF,FRA,252.552
ZAF,GAB,107.297
ZAF,GBR,986.495
ZAF,GHA,496.88399999999996
ZAF,GIB,1478.296
ZAF,GIN,61.285000000000004
ZAF,GMB,285.836
ZAF,GNQ,0.267
ZAF,GRC,1570.506
ZAF,HKG,20913.099
ZAF,HRV,456.0
ZAF,IDN,43.242
ZAF,IND,15795.922
ZAF,IRL,0.036
ZAF,ISL,45.777
ZAF,ISR,3.432
ZAF,ITA,4875.096
ZAF,JPN,5824.839
ZAF,KAZ,0.013
ZAF,KEN,138.35000000000002
ZAF,KNA,538.714
ZAF,KOR,80.81800000000001
ZAF,KWT,3319.99
ZAF,LBR,164876.639
ZAF,LBY,595.017
ZAF,LCA,0.485
ZAF,LKA,3380.012
ZAF,LSO,299538.27599999995
ZAF,LTU,0.045
ZAF,LUX,594.725
ZAF,MAR,1.093
ZAF,MDA,19.0
ZAF,MDG,1308.977
ZAF,MHL,87397.28
ZAF,MLI,18.416
ZAF,MLT,1243.107
ZAF,MMR,25549.869
ZAF,MOZ,83090.249
ZAF,MRT,7.651
ZAF,MUS,131857.901
ZAF,MWI,7083.87
ZAF,MYS,375.859
ZAF,NAM,38815.695999999996
ZAF,NER,0.082
ZAF,NGA,299.867
ZAF,NLD,8441.497
ZAF,NOR,5278.878
ZAF,NZL,0.001
ZAF,PAK,4.417
ZAF,PAN,58971.704
ZAF,PHL,1719.751
ZAF,PLW,149.966
ZAF,POL,0.022
ZAF,PRT,16992.32
ZAF,QAT,22797.9
ZAF,RUS,1375.322
ZAF,RWA,41.94
ZAF,S19,928.993
ZAF,SAU,345.959
ZAF,SDN,0.135
ZAF,SEN,6452.827
ZAF,SGP,57426.25
ZAF,SHN,422.02
ZAF,SLE,347.67
ZAF,SLV,0.003
ZAF,SOM,0.632
ZAF,SSD,0.148
ZAF,SVK,0.3
ZAF,SWE,1.466
ZAF,SWZ,328375.62399999995
ZAF,SYC,44.056999999999995
ZAF,TGO,32.166
ZAF,THA,79.013
ZAF,TUR,1.005
ZAF,TUV,85.0
ZAF,TZA,2216.733
ZAF,UGA,40.799
ZAF,URY,0.025
ZAF,USA,64048.07
ZAF,VCT,1742.842
ZAF,VGB,175.721
ZAF,VNM,478.03
ZAF,VUT,410.4
ZAF,ZMB,68500.11499999999
ZAF,ZWE,228672.948
ZMB,BWA,0.651
ZMB,COD,485.23199999999997
ZMB,DEU,0.032
ZMB,IND,35.86
ZMB,ISL,6.074
ZMB,MOZ,76.516
ZMB,MWI,256.222
ZMB,NAM,0.04
ZMB,RWA,79.342
ZMB,TZA,87.582
ZMB,UGA,0.026
ZMB,ZAF,63.144
ZMB,ZWE,53.76499999999999
ZWE,MOZ,0.137
ZWE,NLD,0.006
ZWE,SOM,0.061
ZWE,ZAF,30.544
ZWE,ZMB,389.043
