exporter_iso3,importer_iso3,quantity_tons
SVN,LBN,1.721
SVN,LTU,12.8
SVN,LUX,8.573
SVN,LVA,33.975
SVN,MDA,0.791
SVN,MEX,0.001
SVN,MKD,300.662
SVN,MLT,2941.955
SVN,MNE,479.922
SVN,MNG,2.5
SVN,MYS,251.797
SVN,NAM,0.01
SVN,NLD,683.936
SVN,NOR,216.432
SVN,NZL,0.09
SVN,PHL,0.221
SVN,POL,982.054
SVN,PRT,65.05499999999999
SVN,ROU,2513.5910000000003
SVN,S19,194.726
SVN,SAU,0.002
SVN,SGP,40.062
SVN,SLV,0.005
SVN,SRB,26181.388
SVN,SVK,71053.826
SVN,SWE,0.099
SVN,THA,2.267
SVN,TUN,37.387
SVN,TUR,47.51
SVN,UKR,14541.376
SVN,USA,0.002
SVN,UZB,0.013
SVN,VNM,11.32
SVN,ZAF,0.035
SWE,AGO,249.27
SWE,ALB,72.652
SWE,ARE,308.145
SWE,ARG,3604.261
SWE,ARM,79.471
SWE,ATG,0.341
SWE,AUS,469.118
SWE,AUT,3087.018
SWE,AZE,36.331
SWE,BEL,854161.012
SWE,BEN,0.91
SWE,BFA,4.617
SWE,BGR,82.566
SWE,BHR,1.533
SWE,BHS,3.187
SWE,BIH,37.821
SWE,BLZ,0.017
SWE,BOL,20.866
SWE,BRA,3844.0139999999997
SWE,BRB,5.441
SWE,BRN,1.179
SWE,CAN,56064.303
SWE,CHE,3995.246
SWE,CHL,160.501
SWE,CHN,1727.979
SWE,CIV,13.113
SWE,CMR,1.252
SWE,COD,9.194
SWE,COG,24.827
SWE,COL,96.273
SWE,CRI,69.097
SWE,CYP,27.541
SWE,CZE,904.6750000000001
SWE,DEU,525188.3319999999
SWE,DNK,1046673.888
SWE,DOM,33697.905
SWE,DZA,134.803
SWE,ECU,70.548
SWE,EGY,130170.673
SWE,ERI,24.0
SWE,ESP,64497.238
SWE,EST,110920.938
SWE,FIN,1718430.9649999999
SWE,FJI,0.549
SWE,FRA,314470.638
SWE,GAB,6.487
SWE,GBR,1213764.186
SWE,GEO,17.982
SWE,GHA,32.2
SWE,GIB,154313.0
SWE,GIN,4.666
SWE,GMB,0.5
SWE,GRC,150.286
SWE,GRL,201967.398
SWE,GTM,10.858
SWE,GUY,3.3
SWE,HKG,11.874
SWE,HND,3.371
SWE,HRV,129.146
SWE,HUN,1738.368
SWE,IDN,437.24
SWE,IND,17069.003
SWE,IRL,78442.541
SWE,IRN,22.193
SWE,IRQ,32.842
SWE,ISL,6705.478
SWE,ISR,479.239
SWE,ITA,3150.901
SWE,JAM,0.683
SWE,JOR,7.17
SWE,JPN,150.247
SWE,KAZ,372.578
SWE,KEN,10.619
SWE,KGZ,52.532
SWE,KHM,0.569
SWE,KOR,248.128
SWE,KWT,0.918
SWE,LBN,4.024
SWE,LBR,1.0
SWE,LBY,10.015
SWE,LKA,409.514
SWE,LTU,2073.23
SWE,LUX,33.464999999999996
SWE,LVA,37791.468
SWE,MAR,48350.224
SWE,MDA,6.835
SWE,MDG,0.197
SWE,MDV,23.07
SWE,MEX,174.509
SWE,MKD,44.778999999999996
SWE,MLI,29.038
SWE,MLT,122599.557
SWE,MNE,22.706
SWE,MNG,9.967
SWE,MOZ,272.834
SWE,MUS,1.841
SWE,MWI,2.132
SWE,MYS,235.315
SWE,NAM,20455.145
SWE,NGA,34.71
SWE,NIC,17.639
SWE,NLD,1297016.2689999999
SWE,NOR,2043603.341
SWE,NPL,16.388
SWE,NZL,56.986
SWE,OMN,7.715
SWE,PAK,158.0
SWE,PAN,22.034
SWE,PER,189.775
SWE,PHL,8.379
SWE,PNG,10.0
SWE,POL,1211310.474
SWE,PRT,17.802
SWE,PRY,90.618
SWE,PYF,1.707
SWE,QAT,103453.686
SWE,ROU,623.724
SWE,S19,764.437
SWE,SAU,292.462
SWE,SEN,24240.088
SWE,SGP,165181.811
SWE,SLB,0.114
SWE,SLE,0.114
SWE,SLV,2.638
SWE,SRB,640.337
SWE,SUR,15.795
SWE,SVK,97.317
SWE,SVN,571.162
SWE,SWZ,0.114
SWE,SYC,0.006
SWE,TCD,2.049
SWE,THA,2443.877
SWE,TTO,4.341
SWE,TUN,199.85
SWE,TUR,59443.582
SWE,TZA,4.758
SWE,UGA,8.898
SWE,UKR,133470.299
SWE,URY,9.448
SWE,USA,537094.117
SWE,UZB,10.665
SWE,VNM,760.703
SWE,YEM,0.797
SWE,ZAF,148265.756
SWE,ZMB,107.719
SWZ,ARG,0.011
SWZ,CAN,0.002
SWZ,COL,0.023
SWZ,FRA,0.024
SWZ,ISR,1227.347
SWZ,KEN,2.515
SWZ,MDV,0.832
SWZ,MOZ,4290.66
SWZ,MUS,0.005
SWZ,NAM,0.01
SWZ,SAU,0.64
SWZ,ZAF,247.599
SWZ,ZMB,505.242
SXM,BEL,0.001
SXM,FIN,0.015
SXM,FRA,0.064
SXM,NLD,0.479
SYC,ARE,258957.947
SYC,BEL,0.011
SYC,CHE,20.0
SYC,DEU,0.004
SYC,ESP,0.02
SYC,EST,4.308
SYC,KEN,0.313
SYC,KOR,15.0
SYC,MUS,0.03
SYC,NLD,0.084
SYC,PHL,0.001
SYC,SGP,0.008
SYC,ZAF,0.003
SYC,ZMB,6367.02
SYC,ZWE,286.236
SYR,KOR,5.556
SYR,TUR,25.2
TCA,BEN,6251.57
TCA,BHS,797.41
TCA,CAN,0.001
TCA,FIN,0.002
TCD,CHN,1214666.4009999998
TCD,DEU,1750370.017
TCD,ESP,0.005
TCD,FRA,1128104.026
TCD,MYS,268389.0
TCD,NER,2628.924
TCD,NLD,792486.0
TCD,S19,201260.0
TCD,USA,148875.993
TGO,BEL,0.053
TGO,BEN,94327.143
TGO,BFA,1776.35
TGO,CAF,321.76
TGO,CIV,23578.1
TGO,ESP,0.015
TGO,FRA,4714.059
TGO,GMB,15556.59
TGO,MRT,4986.37
TGO,NAM,73378.7
TGO,NGA,84.064
TGO,NLD,8.081
TGO,PRY,2394.6
TGO,SEN,850.319
TGO,SGP,86884.9
TGO,ZAF,103656.551
THA,ARE,3458.48
THA,ARM,101.197
THA,AUS,27158.482
THA,AUT,0.876
THA,AZE,117.791
THA,BEL,28.16
THA,BFA,23.43
THA,BGD,333757.122
THA,BHR,264.736
THA,BLR,45.451
THA,BRA,1015.715
THA,BRB,14.663
THA,BRN,42655.782
THA,BTN,6.685
THA,CAF,0.001
THA,CAN,7.660000000000001
THA,CHE,0.48
THA,CHL,225.454
THA,CHN,762186.33
THA,CIV,22.168
THA,COL,299.292
THA,CUB,14.801
THA,CYP,0.775
THA,CZE,0.774
THA,DEU,6.439
THA,DJI,133.741
THA,DNK,0.597
THA,ECU,1952.407
THA,EGY,341.687
THA,ESP,3.802
THA,EST,0.402
THA,ETH,157.869
THA,FIN,0.318
THA,FJI,135.188
THA,FRA,0.513
THA,GAB,2.83
THA,GBR,485.003
THA,GEO,336.019
THA,GHA,86.174
THA,GIN,45.645
THA,GTM,79.081
THA,HKG,343517.365
THA,HND,15.46
THA,HUN,0.012
THA,IDN,128594.448
THA,IND,23305.44
THA,IRL,0.035
THA,IRN,117.391
THA,IRQ,139.157
THA,ISL,0.025
THA,ISR,23.495
THA,ITA,4.589
THA,JOR,573.574
THA,JPN,105308.207
THA,KAZ,1875.225
THA,KEN,193.339
THA,KGZ,398.917
THA,KHM,1687201.7050000003
THA,KIR,0.02
THA,KOR,524081.95699999994
THA,KWT,435.954
THA,LAO,1546683.1889999998
THA,LBN,120.665
THA,LBY,96.578
THA,LKA,4826.486
THA,LSO,227.359
THA,LTU,22.472
THA,LUX,0.005
THA,MAC,20.946
THA,MAR,392.208
THA,MDA,32.623
THA,MDG,67.656
THA,MDV,214.20000000000002
THA,MEX,261.009
THA,MHL,17.35
THA,MKD,0.031
THA,MLT,0.05
THA,MMR,613563.7270000001
THA,MNG,630.758
THA,MOZ,0.004
THA,MUS,21.336
THA,MWI,3.875
THA,MYS,2027732.534
THA,NAM,4781.84
THA,NCL,61.91
THA,NGA,2097.6
THA,NIC,0.001
THA,NLD,310.932
THA,NOR,0.392
THA,NPL,76.914
THA,NZL,5393.13
THA,OMN,507.738
THA,PAK,2631.243
THA,PAN,100.906
THA,PER,98.34
THA,PHL,299847.834
THA,PNG,52.448
THA,POL,3.481
THA,PRY,0.018
THA,PYF,20.591
THA,QAT,540.121
THA,ROU,30.851
THA,RUS,5336.353
THA,S19,86958.51999999999
THA,SAU,2737.077
THA,SGP,1724906.854
THA,SLB,0.006
THA,SLV,10.822
THA,SOM,23.868
THA,SRB,0.004
THA,SVK,1.032
THA,SVN,0.038
THA,SWE,4.872
THA,SYC,2.136
THA,TGO,139.17
THA,TJK,45.93
THA,TLS,737.725
THA,TUN,15.405
THA,TUR,36.195
THA,TZA,112.335
THA,UGA,120.12
THA,UKR,51.088
THA,USA,27002.042
THA,UZB,406.087
THA,VNM,1048750.083
THA,VUT,48.966
THA,ZAF,18798.343
THA,ZWE,22.807000000000002
TKM,AZE,776598.0
TKM,BGR,262549.53
TKM,CHN,18974531.546
TKM,COL,83.281
TKM,CZE,0.112
TKM,ECU,62.875
TKM,GRC,525913.0
TKM,IND,10439.12
TKM,ITA,18786.267
TKM,KAZ,269315.651
TKM,KGZ,2000.0
TKM,MAR,694.502
TKM,POL,364.6
TKM,ROU,1668.451
TKM,SGP,191908.0
TKM,TUR,1634088.935
TKM,UKR,24180.1
TKM,UZB,1438961.737
TLS,KOR,4.241
TLS,SGP,40.0
TLS,THA,75885.7
TON,FJI,21.0
TON,GMB,9104.95
TON,NLD,0.001
TON,SGP,0.022
TTO,ARG,93856.17
TTO,BEL,118663.175
TTO,BHS,17.123
TTO,BMU,0.005
TTO,BRB,392837.602
TTO,CAN,363888.642
TTO,CHL,1084230.0
TTO,CHN,229471.6
TTO,COL,192364.83
TTO,CRI,250.289
TTO,DOM,815804.494
TTO,ESP,42289.9
TTO,FRA,150759.906
TTO,GBR,474837.3
TTO,GTM,1590.858
TTO,HND,1431.99
TTO,HRV,266476.5
TTO,IND,382001.045
TTO,ITA,157511.0
TTO,JPN,59632.0
TTO,KOR,8603.09
TTO,LTU,102122.0
TTO,MLT,224931.3
TTO,NIC,2863.43
TTO,NLD,876371.048
TTO,PER,299161.5
TTO,PRT,38124.1
TTO,SGP,231013.063
TTO,SLV,329742.3
TTO,SRB,0.204
TTO,SYC,0.013
TTO,THA,192876.3
TTO,USA,3572268.235
TUN,ALB,22.633
TUN,AUT,54128.354
TUN,BEL,25.815
TUN,BFA,70.4
TUN,BGR,141266.474
TUN,CHE,88458.598
TUN,CHN,320498.8
TUN,CIV,441.275
TUN,CMR,284.285
TUN,CZE,7.028
TUN,DEU,81304.7
TUN,DZA,15.757
TUN,EGY,14.02
TUN,ESP,63947.022000000004
TUN,FRA,5845.07
TUN,GAB,57.643
TUN,GBR,100861.113
TUN,GHA,12.862
TUN,GRC,64031.259
TUN,GTM,0.005
TUN,HKG,16.857
TUN,HRV,0.187
TUN,IND,75.053
TUN,ITA,323602.42
TUN,LBY,1016.481
TUN,MAR,3009.312
TUN,MDA,198.48
TUN,MKD,0.004
TUN,MLT,48303.417
TUN,MRT,119.227
TUN,MYS,59334.67
TUN,NER,544.96
TUN,NLD,49482.570999999996
TUN,NOR,12278.573
TUN,PAK,40.0
TUN,POL,0.111
TUN,QAT,7846.13
TUN,ROU,8844.174
TUN,S19,48810.1
TUN,SEN,259.149
TUN,SGP,87621.513
TUN,SRB,156.61
TUN,SVN,12.999
TUN,TCD,129.071
TUN,TGO,32.946
TUN,THA,42041.0
TUN,TUR,87856.163
TUN,TZA,36.8
TUN,UKR,4881.19
TUN,USA,0.008
TUR,AFG,231.57
TUR,AGO,95.379
TUR,ALB,56145.583
TUR,ARE,1248725.5580000002
TUR,ARG,87.449
TUR,ARM,8168.187
TUR,ATG,4936.263
TUR,AUS,164.979
TUR,AUT,3756.67
TUR,AZE,21246.128
TUR,BEL,180318.073
TUR,BEN,747.56
TUR,BFA,444.495
TUR,BGD,12427.193
TUR,BGR,480291.53300000005
TUR,BHR,733.715
TUR,BHS,2437.944
TUR,BIH,2301.995
TUR,BLR,3291.17
TUR,BLZ,2261.481
TUR,BMU,30.297
TUR,BOL,132.319
TUR,BRA,2325.649
TUR,BRB,6299.048
TUR,BRN,0.6
TUR,CAF,57.14
TUR,CAN,11623.358
TUR,CHE,45928.438
TUR,CHL,2987.176
TUR,CHN,57266.585
TUR,CIV,53877.176
TUR,CMR,3381.602
TUR,COD,209.46
TUR,COG,210.757
TUR,COK,2432.618
TUR,COL,362.107
TUR,COM,3518.37
TUR,CRI,782.233
TUR,CUB,49.518
TUR,CUW,3.41
TUR,CYM,11199.648
TUR,CYP,736722.629
TUR,CZE,241.204
TUR,DEU,359299.967
TUR,DJI,4022.969
TUR,DMA,5.419
TUR,DNK,44689.989
TUR,DOM,1397.35
TUR,DZA,30120.647
TUR,ECU,123.688
TUR,EGY,886174.278
TUR,ERI,184.3
TUR,ESP,586855.898
TUR,EST,9245.592
TUR,ETH,9.163
TUR,FIN,7471.068
TUR,FJI,5.237
TUR,FRA,179591.685
TUR,GAB,3909.902
TUR,GBR,1624772.3090000001
TUR,GEO,75953.93800000001
TUR,GHA,4471.873
TUR,GIB,158664.609
TUR,GIN,3387.177
TUR,GMB,1730.232
TUR,GNB,1944.838
TUR,GNQ,253.614
TUR,GRC,2259683.336
TUR,GRD,66.715
TUR,GTM,139.036
TUR,GUY,321.726
TUR,HKG,20720.743
TUR,HND,156.457
TUR,HRV,12305.536
TUR,HUN,167988.342
TUR,IDN,5168.019
TUR,IND,946323.794
TUR,IRL,9933.926000000001
TUR,IRN,1948.732
TUR,IRQ,58898.473999999995
TUR,ISL,7531.193
TUR,ISR,9911.733
TUR,ITA,923288.775
TUR,JAM,380.0
TUR,JOR,24872.308
TUR,JPN,2471.983
TUR,KAZ,22555.796000000002
TUR,KEN,34101.739
TUR,KGZ,5342.648
TUR,KHM,158.535
TUR,KNA,5509.571
TUR,KOR,94937.874
TUR,KWT,967.012
TUR,LBN,420152.497
TUR,LBR,86258.83
TUR,LBY,221861.59
TUR,LCA,1.0
TUR,LKA,7.735
TUR,LTU,329.085
TUR,LUX,74.038
TUR,LVA,219.68
TUR,MAR,501930.744
TUR,MDA,41681.134
TUR,MDG,113.051
TUR,MDV,635.204
TUR,MEX,1007.059
TUR,MHL,104640.628
TUR,MKD,2469.722
TUR,MLI,914.035
TUR,MLT,100658.041
TUR,MMR,17.946
TUR,MNE,1150.978
TUR,MNG,422.069
TUR,MNP,4.368
TUR,MOZ,2095.953
TUR,MRT,1066.929
TUR,MUS,194.569
TUR,MWI,24.917
TUR,MYS,17289.022
TUR,NAM,0.031
TUR,NCL,489.381
TUR,NER,230.867
TUR,NGA,4302.011
TUR,NIC,77.703
TUR,NIU,108.189
TUR,NLD,1859386.9470000002
TUR,NOR,1995.897
TUR,NPL,0.003
TUR,NZL,0.561
TUR,OMN,3242.009
TUR,PAK,6428.456
TUR,PAN,34166.938
TUR,PER,256.555
TUR,PHL,432.239
TUR,PLW,6759.324
TUR,POL,4053.262
TUR,PRT,102205.411
TUR,PRY,289.797
TUR,PSE,3287.171
TUR,PYF,0.004
TUR,QAT,1240.971
TUR,ROU,1263598.25
TUR,RUS,87143.546
TUR,RWA,55.457
TUR,S19,565.559
TUR,SAU,71794.992
TUR,SDN,2393.797
TUR,SEN,10362.056
TUR,SGP,1739304.742
TUR,SLE,3979.66
TUR,SLV,36.587
TUR,SMR,604.331
TUR,SOM,1180.632
TUR,SRB,11523.729000000001
TUR,SSD,8.842
TUR,STP,71.512
TUR,SUR,653.278
TUR,SVK,27.496
TUR,SVN,276908.2
TUR,SWE,3430.673
TUR,SWZ,4.575
TUR,SYC,1017.225
TUR,SYR,149542.398
TUR,TGO,2758.175
TUR,THA,240.43
TUR,TJK,2747.659
TUR,TKM,7576.644
TUR,TON,61.485
TUR,TTO,163.398
TUR,TUN,73862.07800000001
TUR,TUV,162.24
TUR,TZA,4274.077
TUR,UGA,288.835
TUR,UKR,436525.951
TUR,URY,380.266
TUR,USA,1341241.344
TUR,UZB,11602.802
TUR,VCT,8187.771
TUR,VEN,8827.459
TUR,VGB,509.505
TUR,VNM,1309.506
TUR,VUT,961.51
TUR,YEM,5538.319
TUR,ZAF,60961.09099999999
TUR,ZMB,1.644
TUR,ZWE,21.527
TUV,FJI,8.0
TUV,THA,12.0
TUV,ZAF,37.55
TZA,ARE,0.35
TZA,BDI,1387.8990000000001
TZA,BEL,0.015
TZA,CIV,0.012
TZA,COD,6548.91
TZA,COG,1059.6
TZA,COM,19.654
TZA,DJI,146.58
TZA,EGY,0.053
TZA,ETH,1797.7800000000002
TZA,FRA,0.13
TZA,IND,132.8
TZA,ISL,111.994
TZA,KEN,18303.422
TZA,MLT,0.015
TZA,MOZ,41275.16499999999
TZA,MUS,12766.9
TZA,MWI,54747.309
TZA,NLD,0.057
TZA,RWA,12091.889000000001
TZA,SGP,21.761
TZA,SLE,1.824
TZA,SOM,50.0
TZA,SSD,1457.9
TZA,TUR,0.14
TZA,UGA,57202.872
TZA,ZAF,1717.545
TZA,ZMB,234633.003
TZA,ZWE,6.368
UGA,AGO,0.054
UGA,ARE,19547.1
UGA,BDI,181.057
UGA,BEL,38.988
UGA,CHE,11.002
UGA,CHN,1.37
UGA,COD,1879.447
UGA,COG,13.218
UGA,CZE,2.51
UGA,DEU,25613.523
UGA,DZA,26207.4
UGA,ESP,0.01
UGA,ETH,16396.7
UGA,FRA,0.083
UGA,GAB,0.198
UGA,GBR,2108.64
UGA,HKG,1.767
UGA,ISL,1.543
UGA,ITA,0.001
UGA,KEN,570.233
UGA,KWT,137.44
UGA,MDG,0.05
UGA,MLT,30.771
UGA,NGA,1.37
UGA,POL,17.201
UGA,RWA,412.782
UGA,SDN,47.16
UGA,SOM,2.234
UGA,SSD,1537.775
UGA,TUR,9487.19
UGA,TZA,33.818
UGA,UKR,16.518
UGA,USA,25439.412
UGA,ZAF,201.451
UGA,ZMB,21.195
UGA,ZWE,0.002
UKR,AGO,49.836
UKR,ALB,0.155
UKR,ARE,24.685
UKR,ARG,126.345
UKR,ARM,26.656
UKR,AUS,5.297
UKR,AZE,175.056
UKR,BEL,0.001
UKR,BGR,107.236
UKR,BRN,0.09
UKR,CAF,0.558
UKR,CAN,56.931
UKR,CHL,447.478
UKR,CHN,31.181
UKR,CIV,9.882
UKR,CMR,51.275
UKR,COD,0.436
UKR,COM,15.48
UKR,CYP,7.288
UKR,CZE,10.948
UKR,DEU,43.316
UKR,DOM,201.823
UKR,DZA,45.548
UKR,ECU,173.066
UKR,EGY,167.111
UKR,ESP,58.33
UKR,EST,16.917
UKR,FIN,19.188
UKR,FRA,11.598
UKR,GBR,37.629
UKR,GEO,228.401
UKR,GHA,830.082
UKR,GIB,16.4
UKR,GNQ,0.525
UKR,HRV,0.046
UKR,HUN,15384.805
UKR,IND,2.331
UKR,IRL,209.762
UKR,IRQ,408.058
UKR,ISL,0.002
UKR,ISR,271.233
UKR,ITA,129.859
UKR,JOR,36.648
UKR,JPN,1.228
UKR,KAZ,3.201
UKR,KEN,43.834
UKR,KGZ,0.572
UKR,KHM,13.704
UKR,KNA,111.718
UKR,KOR,41.669
UKR,KWT,48.0
UKR,LBN,291.91
UKR,LBR,51.035
UKR,LBY,772.918
UKR,LTU,707.021
UKR,LVA,0.036
UKR,MDA,297530.65300000005
UKR,MEX,0.111
UKR,MHL,208.489
UKR,MKD,11.145
UKR,MMR,148.061
UKR,MRT,12.616
UKR,MUS,29.982
UKR,MYS,43269.338
UKR,NAM,0.016
UKR,NGA,217.11
UKR,NLD,176.96
UKR,NOR,0.001
UKR,NZL,88.644
UKR,PAK,1.23
UKR,PAN,334.212
UKR,PER,10.315
UKR,PHL,17.378
UKR,PLW,72.384
UKR,POL,133.907
UKR,PRT,24.98
UKR,QAT,20.7
UKR,ROU,230.298
UKR,S19,82.291
UKR,SAU,0.211
UKR,SEN,15.68
UKR,SGP,106.99
UKR,SLE,25.78
UKR,SLV,3.249
UKR,SOM,1.016
UKR,SRB,0.291
UKR,SSD,0.972
UKR,SVK,125.751
UKR,SVN,0.123
UKR,SWE,37.292
UKR,TCD,2.355
UKR,TGO,16.464
UKR,THA,31.109
UKR,TJK,39.566
UKR,TUN,0.011
UKR,TUR,685.427
UKR,TUV,8.925
UKR,TZA,76.03
UKR,UGA,1.417
UKR,URY,20.097
UKR,USA,663.491
UKR,UZB,30.842000000000002
UKR,VEN,518.262
UKR,VNM,565.844
UKR,VUT,10.898
UKR,ZAF,7.785
URY,ARG,0.865
URY,BEL,0.031
URY,BOL,16139.343
URY,BRA,0.003
URY,CHE,0.002
URY,CHL,0.473
URY,DEU,0.18
URY,FRA,0.057
URY,GTM,0.017
URY,HND,0.752
URY,KOR,27431.819
URY,NLD,0.264
URY,PRY,86.823
URY,UGA,46.944
URY,USA,0.954
USA,ABW,312205.735
USA,AGO,1986.551
USA,AIA,14701.473
USA,ALB,54880.937000000005
USA,ARE,222163.77
USA,ARG,1553168.536
USA,ARM,63.064
USA,ATG,369816.672
USA,AUS,2245037.073
USA,AUT,78492.895
USA,AZE,673.128
USA,BEL,4800181.77
USA,BEN,22563.902000000002
USA,BFA,89961.0
USA,BGD,214301.069
USA,BGR,30152.77
USA,BHR,312.768
USA,BHS,3558072.351
USA,BIH,327.252
USA,BLZ,243347.811
USA,BMU,119831.845
USA,BOL,306870.181
USA,BRA,10938310.696
USA,BRB,73584.831
USA,BRN,154.245
USA,CAN,42783924.637
USA,CHE,1455831.914
USA,CHL,8748909.19
USA,CHN,32726094.171
USA,CIV,661424.6719999999
USA,CMR,932.604
USA,COD,2.59
USA,COG,83.191
USA,COL,6800722.01
USA,CRI,2607876.827
USA,CUB,5499.499
USA,CUW,659829.8309999999
USA,CXR,29.733
USA,CYM,289553.70499999996
USA,CYP,4565.916
USA,CZE,549.624
USA,DEU,17504670.386
USA,DJI,86.337
USA,DMA,2491.848
USA,DNK,3450804.6160000004
USA,DOM,6348754.414
USA,DZA,16270.311
USA,ECU,5430242.776
USA,EGY,3501601.497
USA,ESP,15565581.591
USA,EST,359651.479
USA,ETH,173.946
USA,FIN,1403368.392
USA,FJI,69.116
USA,FRA,19559278.798
USA,FSM,135.058
USA,GAB,33.836
USA,GBR,25576139.606
USA,GEO,629.45
USA,GHA,1624.443
USA,GIB,780978.566
USA,GIN,16.695
USA,GMB,8.763
USA,GNQ,453.541
USA,GRC,1240147.195
USA,GRD,37520.929
USA,GRL,1.113
USA,GTM,5264404.238
USA,GUY,111688.54000000001
USA,HKG,1925.7440000000001
USA,HND,2995065.1010000003
USA,HRV,1066940.1850000003
USA,HTI,771960.696
USA,HUN,2240.2
USA,IDN,4693238.342
USA,IND,12955096.364
USA,IOT,0.795
USA,IRL,1954010.111
USA,IRQ,11701.830999999998
USA,ISL,140187.43699999998
USA,ISR,187174.79499999998
USA,ITA,8621296.19
USA,JAM,1565031.141
USA,JOR,396536.894
USA,JPN,16154210.637
USA,KAZ,1648.817
USA,KEN,359404.174
USA,KGZ,465.436
USA,KHM,367.14
USA,KNA,18264.636
USA,KOR,35304671.263
USA,KWT,383305.605
USA,LAO,23.373
USA,LBN,1120.896
USA,LBR,149626.795
USA,LBY,1690.427
USA,LCA,1078528.6120000002
USA,LKA,38.364
USA,LTU,1536740.636
USA,LUX,18.444000000000003
USA,LVA,45109.638
USA,MAC,21.148
USA,MAR,5800162.009
USA,MDA,2479.7419999999997
USA,MDG,11870.815
USA,MDV,47.803
USA,MEX,57925642.879
USA,MHL,2.703
USA,MKD,2546.3469999999998
USA,MLI,67.838
USA,MLT,56395.183
USA,MMR,65.094
USA,MNE,209.116
USA,MNG,388.755
USA,MOZ,39.362
USA,MRT,509.94599999999997
USA,MSR,45.172
USA,MUS,5299.627
USA,MWI,192.684
USA,MYS,2010738.9309999999
USA,NAM,22987.432
USA,NCL,5.565
USA,NER,947.7049999999999
USA,NGA,3001834.9439999997
USA,NIC,1459169.929
USA,NLD,49059908.881
USA,NOR,1196056.9230000002
USA,NZL,912.098
USA,OMN,349.53999999999996
USA,PAK,168196.234
USA,PAN,5150162.552
USA,PER,5987411.585
USA,PHL,102145.216
USA,PLW,0.795
USA,PNG,78.58600000000001
USA,POL,5330314.862
USA,PRT,2051580.936
USA,PRY,537918.0
USA,PYF,91.54599999999999
USA,QAT,5988.168
USA,ROU,145335.71300000002
USA,RUS,156.297
USA,RWA,156.615
USA,S19,15492560.23
USA,SAU,37420.819
USA,SEN,180523.997
USA,SGP,15342390.572999999
USA,SLB,5.406
USA,SLE,6045.657
USA,SLV,2541744.79
USA,SOM,65.508
USA,SRB,8959.112
USA,SUR,57474.742
USA,SVK,37476.432
USA,SVN,50158.543
USA,SWE,2948345.53
USA,SXM,132238.55000000002
USA,SYC,6.04
USA,TCA,62687.224
USA,TCD,49.691
USA,TGO,103426.797
USA,THA,7053393.094
USA,TKM,141.939
USA,TTO,1793519.3150000002
USA,TUN,25463.915999999997
USA,TUR,2982695.391
USA,TZA,176652.161
USA,UGA,38095.078
USA,UKR,497482.301
USA,URY,215818.76499999998
USA,UZB,224.305
USA,VCT,21624.068
USA,VEN,3899538.035
USA,VGB,75392.506
USA,VNM,72860.581
USA,VUT,1.431
USA,WSM,24.578
USA,ZAF,1278108.582
USA,ZMB,4779.104
USA,ZWE,9525.569
UZB,AFG,299883.05
UZB,ARE,25258.1
UZB,AUT,805.501
UZB,AZE,1176.312
UZB,BEL,0.072
UZB,BHR,29.433
UZB,BLR,976.54
UZB,CHE,12.98
UZB,CHN,1445141.025
UZB,COL,156.86
UZB,DEU,162.473
UZB,DNK,26360.4
UZB,EGY,96.35
UZB,ESP,416.68
UZB,EST,18399.164
UZB,FIN,536.054
UZB,FRA,2332.783
UZB,GBR,1532.059
UZB,GEO,622.113
UZB,GRC,5045.31
UZB,HKG,119.85
UZB,HUN,267.38
UZB,IDN,1574.61
UZB,IND,440.608
UZB,IRL,132.48
UZB,IRN,50.81
UZB,ITA,2348.066
UZB,KAZ,4037.535
UZB,KGZ,9049.723
UZB,KOR,638.856
UZB,KWT,1766.7
UZB,LTU,2561.922
UZB,LUX,65.045
UZB,LVA,4776.874
UZB,MLT,94.74
UZB,MNG,20.196
UZB,NLD,181.743
UZB,PAK,2.0
UZB,PER,43.42
UZB,POL,707.295
UZB,QAT,218.407
UZB,ROU,2983.16
UZB,RUS,27939.5
UZB,SAU,3856.8
UZB,SGP,7918.22
UZB,SMR,11.81
UZB,SRB,48.0
UZB,SVK,1.61
UZB,SWE,8.5
UZB,TJK,68886.825
UZB,TKM,22.34
UZB,TUR,45966.69
UZB,UKR,24.8
UZB,USA,204860.0
UZB,VGB,7033.8
UZB,ZAF,157.134
VCT,IND,95.2
VCT,NAM,4.2
VEN,BRA,16528.0
VEN,CAN,0.001
VEN,CHN,1781196.0
VEN,DOM,8257.29
VEN,ESP,3105419.3
VEN,FRA,0.111
VEN,IND,3729070.8
VEN,ITA,352086.0
VEN,NLD,7942.03
VEN,POL,18426.8
VEN,SLV,7.024
VEN,USA,13248624.12
VGB,BOL,24034.332
VGB,SWE,0.657
VGB,ZMB,1344.01
VGB,ZWE,31.168
VNM,AUS,1027339.672
VNM,AUT,9.5
VNM,AZE,0.097
VNM,BEL,0.05
VNM,BGR,0.051
VNM,BIH,0.07100000000000001
VNM,BRN,236500.08
VNM,CAN,0.257
VNM,CHE,0.24
VNM,CHL,0.08
VNM,CHN,32095.641
VNM,CIV,1.612
VNM,CZE,2.811
VNM,DEU,0.028
VNM,DNK,0.166
VNM,FJI,5.04
VNM,FRA,0.029
VNM,GTM,36.619
VNM,HKG,4984.0
VNM,IDN,13419.177
VNM,IND,244.311
VNM,IRL,0.016
